Company,Item,Calories,"Calories from
Fat","Total Fat
(g)","Saturated Fat
(g)","Trans Fat
(g)","Cholesterol
(mg)","Sodium 
(mg)","Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)","Weight Watchers
Pnts"
Burger King,Chicken Nuggets- 6pc,260.00,150.00,16.00,2.50,0.00,35.00,470.00,16.00,1.00,0.00,12.00,251.00
Burger King,Hamburger,240.00,90.00,10.00,3.50,0.50,35.00,380.00,26.00,1.00,6.00,13.00,237.00
Burger King,Cheeseburger,280.00,120.00,13.00,6.00,0.50,45.00,560.00,27.00,1.00,7.00,15.00,278.00
Burger King,Mott’s® Natural Applesauce,50.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,1.00,11.00,0.00,61.00
Burger King,Fat FREE Milk (8 fl oz),90.00,0.00,0.00,0.00,0.00,5.00,125.00,13.00,0.00,12.00,9.00,93.00
Burger King,1% Low Fat Chocolate Milk (8 fl oz),160.00,25.00,2.50,1.50,0.00,15.00,150.00,26.00,0.00,25.00,8.00,179.00
Burger King,Capri Sun® 100% Apple Juice (6 fl oz),80.00,0.00,0.00,0.00,0.00,0.00,25.00,20.00,0.00,20.00,0.00,100.00
Burger King,PB&J Jamwich,300.00,140.00,16.00,3.00,0.00,0.00,290.00,33.00,4.00,11.00,11.00,303.00
Burger King,Soft Serve Cone,190.00,40.00,4.50,3.00,0.00,20.00,150.00,32.00,0.00,24.00,5.00,212.00
Burger King,Dutch Apple Pie,340.00,130.00,14.00,6.00,0.00,0.00,310.00,51.00,1.00,25.00,3.00,368.00
Burger King,HERSHEY®’S Sundae Pie,310.00,170.00,19.00,12.00,0.00,10.00,220.00,32.00,1.00,22.00,3.00,341.00
Burger King,Pie made with TWIX®,370.00,180.00,20.00,13.00,0.00,10.00,330.00,45.00,1.00,30.00,4.00,409.00
Burger King,OREO® Cookie Cheesecake,350.00,170.00,18.00,8.00,0.00,35.00,310.00,41.00,1.00,25.00,6.00,377.00
Burger King,Soft Serve Cone,190.00,40.00,4.50,3.00,0.00,20.00,150.00,32.00,0.00,24.00,5.00,212.00
Burger King,Soft Serve Cup,170.00,40.00,4.50,3.00,0.00,20.00,150.00,28.00,0.00,24.00,5.00,192.00
Burger King,HERSHEY®’s Chocolate Sundae,260.00,45.00,5.00,3.00,0.00,20.00,160.00,49.00,1.00,43.00,5.00,301.00
Burger King,Caramel Sundae,240.00,50.00,5.00,3.50,0.00,20.00,210.00,42.00,0.00,33.00,5.00,272.00
Burger King,Chocolate Chip Cookies (each),160.00,70.00,8.00,4.00,0.00,10.00,125.00,24.00,1.00,15.00,2.00,177.00
Burger King,CROISSAN’WICH® Egg & Cheese,340.00,170.00,18.00,8.00,0.00,160.00,610.00,29.00,1.00,4.00,12.00,340.00
Burger King,"CROISSAN’WICH® Sausage, Egg & Cheese",500.00,300.00,33.00,13.00,0.00,195.00,930.00,30.00,1.00,4.00,19.00,498.00
Burger King,"CROISSAN’WICH® Ham, Egg & Cheese",370.00,170.00,19.00,8.00,0.00,175.00,1030.00,30.00,1.00,5.00,17.00,366.00
Burger King,"CROISSAN’WICH® Bacon, Egg & Cheese",370.00,190.00,21.00,9.00,0.00,170.00,760.00,30.00,1.00,4.00,14.00,369.00
Burger King,Fully Loaded CROISSAN’WICH®,610.00,360.00,40.00,17.00,0.50,225.00,1680.00,31.00,1.00,5.00,28.00,604.00
Burger King,Double CROISSAN’WICH® with Sausage & Bacon,580.00,340.00,40.00,16.00,0.50,215.00,1260.00,31.00,1.00,5.00,23.00,578.00
Burger King,Double CROISSAN’WICH® with Sausage,710.00,470.00,52.00,20.00,0.50,240.00,1420.00,31.00,1.00,5.00,29.00,706.00
Burger King,Double CROISSAN’WICH® with Ham & Sausage,580.00,340.00,38.00,16.00,0.50,220.00,1530.00,31.00,1.00,5.00,27.00,574.00
Burger King,Fully Loaded Biscuit,640.00,400.00,45.00,20.00,0.00,225.00,2190.00,31.00,1.00,4.00,28.00,636.00
Burger King,"Ham, Egg, & Cheese Biscuit",400.00,210.00,24.00,12.00,0.00,175.00,1550.00,29.00,1.00,3.00,17.00,398.00
Burger King,"Sausage, Egg, & Cheese Biscuit",530.00,340.00,38.00,17.00,0.00,195.00,1440.00,29.00,1.00,3.00,19.00,531.00
Burger King,"Bacon, Egg & Cheese Biscuit",400.00,230.00,26.00,13.00,0.00,170.00,1270.00,29.00,1.00,3.00,13.00,403.00
Burger King,Sausage Biscuit,420.00,250.00,28.00,6.00,0.00,35.00,1050.00,28.00,1.00,2.00,12.00,416.00
Burger King,Breakfast Burrito Jr.,370.00,210.00,23.00,8.00,0.00,150.00,930.00,27.00,3.00,2.00,15.00,365.00
Burger King,EGG-NORMOUS BURRITOΡ,780.00,380.00,42.00,15.00,0.00,355.00,1960.00,68.00,3.00,4.00,32.00,767.00
Burger King,BK™ Ultimate Breakfast Platter,930.00,390.00,44.00,11.00,0.00,390.00,2230.00,110.00,4.00,40.00,24.00,957.00
Burger King,NY Ultimate Platter (Regional menu item),900.00,420.00,46.00,12.00,0.00,380.00,1760.00,95.00,5.00,31.00,25.00,918.00
Burger King,Pancake and Sausage platter,610.00,280.00,31.00,9.00,0.00,80.00,1010.00,72.00,1.00,30.00,12.00,637.00
Burger King,Hash Browns – small,250.00,150.00,16.00,3.50,0.00,0.00,580.00,24.00,3.00,0.00,2.00,252.00
Burger King,Hash Browns – medium,500.00,290.00,33.00,7.00,0.00,0.00,1140.00,48.00,7.00,0.00,4.00,503.00
Burger King,Hash Browns – large,670.00,390.00,44.00,9.00,0.00,0.00,1530.00,65.00,9.00,0.00,5.00,674.00
Burger King,French Toast Sticks (3 piece),230.00,100.00,11.00,2.00,0.00,0.00,260.00,29.00,1.00,8.00,3.00,237.00
Burger King,French Toast Sticks (5 piece),380.00,160.00,18.00,3.00,0.00,0.00,430.00,49.00,2.00,13.00,5.00,391.00
Burger King,American Cheese (slice),40.00,30.00,3.50,2.00,0.00,10.00,180.00,1.00,0.00,0.00,2.00,40.00
Burger King,Ketchup (Packet),10.00,0.00,0.00,0.00,0.00,0.00,125.00,3.00,0.00,2.00,0.00,12.00
Burger King,Mayonnaise (Packet),80.00,80.00,9.00,0.50,0.00,10.00,75.00,1.00,0.00,0.00,0.00,81.00
Burger King,Strawberry or Grape Jam (packet),30.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,6.00,0.00,36.00
Burger King,Breakfast Syrup (1 oz),120.00,0.00,0.00,0.00,0.00,0.00,15.00,30.00,0.00,18.00,0.00,138.00
Burger King,Barbecue Dipping Sauce (1 oz),40.00,0.00,0.00,0.00,0.00,0.00,310.00,11.00,0.00,10.00,0.00,50.00
Burger King,Ranch Dipping Sauce (1 oz),140.00,140.00,15.00,2.50,0.00,10.00,85.00,1.00,0.00,1.00,1.00,143.00
Burger King,Buffalo Dipping Sauce (1 oz),80.00,70.00,8.00,1.50,0.00,5.00,360.00,2.00,0.00,1.00,0.00,83.00
Burger King,Zesty Onion Ring Dipping Sauce (1 oz),150.00,140.00,15.00,2.50,0.00,20.00,240.00,3.00,0.00,0.00,0.00,153.00
Burger King,Honey Mustard Dipping Sauce (1oz),90.00,60.00,6.00,1.00,0.00,10.00,180.00,8.00,0.00,7.00,0.00,98.00
Burger King,Fat FREE Milk (8 fl oz),90.00,0.00,0.00,0.00,0.00,5.00,125.00,13.00,0.00,12.00,9.00,93.00
Burger King,1% Low Fat Chocolate Milk (8 fl oz),160.00,25.00,2.50,1.50,0.00,15.00,150.00,26.00,0.00,25.00,8.00,179.00
Burger King,Smoothie: Strawberry Banana 16 fl oz,310.00,10.00,1.00,0.00,0.00,0.00,55.00,71.00,3.00,50.00,4.00,356.00
Burger King,Oreo® Shake,720.00,180.00,20.00,12.00,0.50,65.00,540.00,118.00,1.00,98.00,16.00,814.00
Burger King,Chocolate Oreo® Shake,740.00,190.00,22.00,13.00,0.50,70.00,680.00,121.00,1.00,101.00,17.00,837.00
Burger King,Vanilla Milk Shake,580.00,140.00,15.00,10.00,0.00,60.00,420.00,98.00,0.00,85.00,14.00,661.00
Burger King,HERSHEY®’S Chocolate Milk Shake,610.00,140.00,16.00,10.00,0.00,60.00,500.00,103.00,1.00,88.00,14.00,694.00
Burger King,Strawberry Milk Shake,640.00,140.00,15.00,10.00,0.00,60.00,440.00,113.00,0.00,99.00,14.00,735.00
Burger King,Coca Cola classic®‡, , , , , , , , , , , , 
Burger King,16 fl oz,210.00,0.00,0.00,0.00,0.00,0.00,50.00,58.00,0.00,58.00,0.00,268.00
Burger King,20 fl oz,270.00,0.00,0.00,0.00,0.00,0.00,60.00,73.00,0.00,73.00,0.00,343.00
Burger King,29 fl oz,290.00,0.00,0.00,0.00,0.00,0.00,85.00,105.00,0.00,105.00,0.00,395.00
Burger King,38 fl oz,510.00,0.00,0.00,0.00,0.00,0.00,115.00,138.00,0.00,138.00,0.00,648.00
Burger King,Diet Coke®‡, , , , , , , , , , , , 
Burger King,16 fl oz,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00
Burger King,20 fl oz,0.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00
Burger King,29 fl oz,0.00,0.00,0.00,0.00,0.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00
Burger King,38 fl oz,0.00,0.00,0.00,0.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00
Burger King,Sprite®‡, , , , , , , , , , , , 
Burger King,16 fl oz,210.00,0.00,0.00,0.00,0.00,0.00,95.00,56.00,0.00,56.00,0.00,266.00
Burger King,20 fl oz,260.00,0.00,0.00,0.00,0.00,0.00,120.00,70.00,0.00,70.00,0.00,330.00
Burger King,29 fl oz,380.00,0.00,0.00,0.00,0.00,0.00,170.00,102.00,0.00,102.00,0.00,482.00
Burger King,38 fl oz,500.00,0.00,0.00,0.00,0.00,0.00,230.00,133.00,0.00,133.00,0.00,633.00
Burger King,Dr. Pepper®‡, , , , , , , , , , , , 
Burger King,16 fl oz,190.00,0.00,0.00,0.00,0.00,0.00,60.00,52.00,0.00,51.00,0.00,241.00
Burger King,20 fl oz,240.00,0.00,0.00,0.00,0.00,0.00,75.00,65.00,0.00,64.00,0.00,304.00
Burger King,29 fl oz,350.00,0.00,0.00,0.00,0.00,0.00,105.00,94.00,0.00,93.00,0.00,443.00
Burger King,38 fl oz,450.00,0.00,0.00,0.00,0.00,0.00,140.00,124.00,0.00,121.00,0.00,571.00
Burger King,Barq’s® Root Beer‡, , , , , , , , , , , , 
Burger King,16 fl oz,240.00,0.00,0.00,0.00,0.00,0.00,100.00,65.00,0.00,65.00,0.00,305.00
Burger King,20 fl oz,300.00,0.00,0.00,0.00,0.00,0.00,120.00,81.00,0.00,81.00,0.00,381.00
Burger King,29 fl oz,350.00,0.00,0.00,0.00,0.00,0.00,180.00,118.00,0.00,118.00,0.00,468.00
Burger King,38 fl oz,450.00,0.00,0.00,0.00,0.00,0.00,230.00,155.00,0.00,155.00,0.00,605.00
Burger King,Cherry Coke®‡, , , , , , , , , , , , 
Burger King,16 fl oz,220.00,0.00,0.00,0.00,0.00,0.00,55.00,61.00,0.00,61.00,0.00,281.00
Burger King,20 fl oz,280.00,0.00,0.00,0.00,0.00,0.00,70.00,76.00,0.00,76.00,0.00,356.00
Burger King,29 fl oz,410.00,0.00,0.00,0.00,0.00,0.00,100.00,110.00,0.00,110.00,0.00,520.00
Burger King,38 fl oz,450.00,0.00,0.00,0.00,0.00,0.00,130.00,145.00,0.00,145.00,0.00,595.00
Burger King,Fanta® Orange‡, , , , , , , , , , , , 
Burger King,16 fl oz,230.00,0.00,0.00,0.00,0.00,0.00,60.00,62.00,0.00,61.00,0.00,291.00
Burger King,20 fl oz,280.00,0.00,0.00,0.00,0.00,0.00,70.00,78.00,0.00,77.00,0.00,357.00
Burger King,29 fl oz,410.00,0.00,0.00,0.00,0.00,0.00,105.00,113.00,0.00,111.00,0.00,521.00
Burger King,38 fl oz,530.00,0.00,0.00,0.00,0.00,0.00,135.00,148.00,0.00,146.00,0.00,676.00
Burger King,Hi-C® Fruit Punch‡, , , , , , , , , , , , 
Burger King,16 fl oz,220.00,0.00,0.00,0.00,0.00,0.00,75.00,62.00,0.00,60.00,0.00,280.00
Burger King,20 fl oz,280.00,0.00,0.00,0.00,0.00,0.00,95.00,77.00,0.00,75.00,0.00,355.00
Burger King,29 fl oz,410.00,0.00,0.00,0.00,0.00,0.00,135.00,111.00,0.00,109.00,0.00,519.00
Burger King,38 fl oz,450.00,0.00,0.00,0.00,0.00,0.00,180.00,146.00,0.00,143.00,0.00,593.00
Burger King,MINUTE MAID® Light Lemonade, , , , , , , , , , , , 
Burger King,16 fl oz,10.00,0.00,0.00,0.00,0.00,0.00,60.00,3.00,0.00,0.00,0.00,0.00
Burger King,20 fl oz,10.00,0.00,0.00,0.00,0.00,0.00,70.00,4.00,0.00,0.00,0.00,0.00
Burger King,29 fl oz,15.00,0.00,0.00,0.00,0.00,0.00,105.00,5.00,0.00,0.00,0.00,0.00
Burger King,38 fl oz,20.00,0.00,0.00,0.00,0.00,0.00,135.00,7.00,0.00,0.00,0.00,0.00
Burger King,Sweet Tea, , , , , , , , , , , , 
Burger King,20 fl oz,120.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,35.00,0.00,155.00
Burger King,29 fl oz,160.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,0.00,49.00,0.00,209.00
Burger King,40 fl oz,240.00,0.00,0.00,0.00,0.00,0.00,0.00,71.00,0.00,71.00,0.00,311.00
Burger King,Unsweetened Tea, , , , , , , , , , , , 
Burger King,20 fl oz,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Burger King,29 fl oz,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Burger King,40 fl oz,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Burger King,Capri Sun® 100% Apple Juice,80.00,0.00,0.00,0.00,0.00,0.00,25.00,20.00,0.00,20.00,0.00,100.00
Burger King,Minute Maid® Orange Juice,140.00,0.00,0.00,0.00,0.00,0.00,20.00,33.00,0.00,30.00,2.00,168.00
Burger King,Frozen Coke® – 16 oz,130.00,0.00,0.00,0.00,0.00,0.00,50.00,35.00,0.00,35.00,0.00,165.00
Burger King,BK® Café Coffee- 12 fl oz,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Burger King,BK® Café Coffee- 16 fl oz,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Burger King,BK® Café Coffee- 20 fl oz,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Burger King,BK® Café Decaf Coffee- 12 fl oz,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Burger King,BK® Café Decaf Coffee- 16 fl oz,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Burger King,BK® Café Decaf Coffee- 20 fl oz,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Burger King,BK® Café Iced Vanilla Coffee- 12 fl oz,150.00,70.00,8.00,4.00,0.00,25.00,30.00,21.00,0.00,21.00,1.00,174.00
Burger King,BK® Café Iced Vanilla Coffee- 16 fl oz,200.00,90.00,10.00,5.00,0.00,30.00,40.00,27.00,0.00,27.00,2.00,230.00
Burger King,BK® Café Iced Vanilla Coffee- 20 fl oz,260.00,110.00,13.00,7.00,0.00,40.00,50.00,34.00,0.00,34.00,2.00,299.00
Burger King,BK® Café Iced Mocha Coffee- 12 fl oz,180.00,70.00,8.00,4.00,0.00,25.00,40.00,27.00,1.00,25.00,2.00,207.00
Burger King,BK® Café Iced Mocha Coffee- 16 fl oz,240.00,90.00,10.00,6.00,0.00,30.00,55.00,35.00,1.00,32.00,2.00,276.00
Burger King,BK® Café Iced Mocha Coffee- 20 fl oz,300.00,120.00,13.00,7.00,0.00,40.00,70.00,45.00,2.00,41.00,3.00,345.00
Burger King,BK® Café Mocha Frappe- 12 fl oz,300.00,80.00,8.00,5.00,0.00,30.00,200.00,50.00,1.00,41.00,7.00,339.00
Burger King,BK® Café Mocha Frappe- 16 fl oz,400.00,90.00,10.00,7.00,0.00,40.00,270.00,68.00,1.00,58.00,9.00,456.00
Burger King,BK® Café Mocha Frappe- 20 fl oz,510.00,110.00,13.00,8.00,0.00,50.00,350.00,87.00,1.00,71.00,12.00,577.00
Burger King,BK® Café Caramel Frappe- 12 fl oz,300.00,80.00,8.00,5.00,0.00,35.00,210.00,50.00,0.00,41.00,7.00,339.00
Burger King,BK® Café Caramel Frappe- 16 fl oz,400.00,90.00,10.00,7.00,0.00,40.00,280.00,68.00,0.00,56.00,9.00,454.00
Burger King,BK® Café Caramel Frappe- 20 fl oz,500.00,110.00,12.00,8.00,0.00,50.00,350.00,86.00,0.00,71.00,11.00,568.00
Wendy’s,Baconator,950.00,,62.00,24.00,3.00,205.00,1630.00,40.00,2.00,8.00,59.00,923.00
Wendy’s,Dave’s Double,810.00,,51.00,20.00,3.00,175.00,1280.00,41.00,3.00,8.00,49.00,789.00
Wendy’s,Dave’s Single,570.00,,34.00,13.00,1.50,100.00,1110.00,40.00,3.00,9.00,30.00,562.00
Wendy’s,Dave’s Triple,1090.00,,72.00,30.00,4.00,260.00,1650.00,43.00,3.00,9.00,71.00,1058.00
Wendy’s,Double Stack,390.00,,21.00,9.00,1.50,90.00,740.00,26.00,1.00,6.00,25.00,380.00
Wendy’s,Jr. Bacon Cheeseburger,380.00,,22.00,8.00,1.00,65.00,680.00,25.00,1.00,5.00,19.00,374.00
Wendy’s,Jr. Cheeseburger,280.00,,13.00,6.00,1.00,50.00,660.00,26.00,1.00,6.00,16.00,276.00
Wendy’s,Jr. Cheeseburger Deluxe,340.00,,19.00,7.00,1.00,55.00,660.00,27.00,2.00,7.00,16.00,338.00
Wendy’s,Son of Baconator,630.00,,39.00,15.00,1.50,125.00,1280.00,37.00,2.00,7.00,34.00,618.00
Wendy’s,3 Piece Chicken Tenders,330.00,,16.00,2.50,0.00,75.00,1010.00,22.00,0.00,0.00,24.00,309.00
Wendy’s,4 Piece Chicken Nuggets,170.00,,11.00,2.00,0.00,35.00,340.00,10.00,0.00,0.00,9.00,163.00
Wendy’s,4 Piece Chicken Tenders,430.00,,21.00,3.50,0.00,100.00,1350.00,29.00,0.00,1.00,32.00,403.00
Wendy’s,6 Picece Chicken Nuggets,250.00,,16.00,3.50,0.00,50.00,510.00,14.00,1.00,0.00,13.00,241.00
Wendy’s,6 Piece Chicken Tenders,650.00,,32.00,5.00,0.00,150.00,2020.00,43.00,0.00,1.00,48.00,608.00
Wendy’s,10 Piece Chicken Nuggets,420.00,,27.00,5.00,0.00,80.00,850.00,24.00,1.00,0.00,22.00,403.00
Wendy’s,Crispy Chicken BLT,420.00,,23.00,6.00,0.00,50.00,950.00,35.00,2.00,5.00,20.00,411.00
Wendy’s,Crispy Chicken Sandwich,330.00,,16.00,3.00,0.00,30.00,600.00,33.00,2.00,4.00,14.00,323.00
Wendy’s,Grilled Asiago Ranch Club,530.00,,23.00,7.00,0.00,120.00,1220.00,36.00,3.00,6.00,43.00,500.00
Wendy’s,Grilled Chicken Sandwich,370.00,,10.00,2.00,0.00,90.00,830.00,38.00,3.00,8.00,34.00,346.00
Wendy’s,Grilled Chicken Wrap,270.00,,10.00,3.50,0.00,55.00,640.00,24.00,2.00,3.00,20.00,257.00
Wendy’s,Homestyle Asiago Ranch Chicken Club,660.00,,34.00,9.00,0.00,100.00,1650.00,52.00,3.00,7.00,38.00,638.00
Wendy’s,Homestyle Chicken Sandwich,510.00,,22.00,4.00,0.00,70.00,1150.00,51.00,3.00,6.00,28.00,492.00
Wendy’s,S’Awesome Sauce,120.00,,12.00,2.00,0.00,0.00,170.00,4.00,1.00,3.00,1.00,124.00
Wendy’s,Spicy Asiago Ranch Club,670.00,,32.00,9.00,0.00,100.00,1530.00,55.00,4.00,6.00,38.00,647.00
Wendy’s,Spicy Chicken Sandwich,510.00,,20.00,3.50,0.00,65.00,1030.00,54.00,4.00,6.00,29.00,491.00
Wendy’s,Spicy Chicken Wrap,370.00,,20.00,5.00,0.00,50.00,850.00,30.00,2.00,2.00,18.00,359.00
Wendy’s,"Apple Pecan Chicken Salad, Full Size",560.00,,24.00,7.00,0.00,115.00,1020.00,52.00,7.00,40.00,38.00,569.00
Wendy’s,"Apple Pecan Chicken Salad, Half Size",340.00,,17.00,4.00,0.00,55.00,550.00,29.00,4.00,22.00,20.00,346.00
Wendy’s,"Berry Burst Chicken Salad, Full Size",460.00,,17.00,4.50,0.00,105.00,1090.00,41.00,7.00,29.00,41.00,453.00
Wendy’s,"Berry Burst Chicken Salad, Half Size",290.00,,13.00,2.50,0.00,50.00,570.00,23.00,5.00,15.00,23.00,285.00
Wendy’s,Caesar Side Salad,240.00,,15.00,4.00,0.00,30.00,500.00,19.00,3.00,4.00,8.00,240.00
Wendy’s,Garden Side Salad,250.00,,18.00,4.00,0.00,20.00,460.00,18.00,2.00,4.00,7.00,251.00
Wendy’s,"Southwest Avocado Chicken Salad, Full Size",600.00,,41.00,11.00,0.00,135.00,1220.00,18.00,7.00,7.00,42.00,576.00
Wendy’s,"Southwest Avocado Chicken Salad, Half Size",300.00,,20.00,6.00,0.00,70.00,620.00,10.00,4.00,4.00,21.00,289.00
Wendy’s,"Spicy Caesar Chicken Salad, Full Size",720.00,,42.00,12.00,1.00,150.00,1680.00,44.00,8.00,6.00,42.00,696.00
Wendy’s,"Spicy Caesar Chicken Salad, Half Size",410.00,,23.00,6.00,0.50,75.00,930.00,30.00,5.00,4.00,23.00,397.00
Wendy’s,"Taco Salad, Full Size",660.00,,32.00,13.00,1.00,85.00,1820.00,63.00,10.00,18.00,32.00,659.00
Wendy’s,"Taco Salad, Half Size",470.00,,23.00,8.00,0.50,45.00,1320.00,49.00,7.00,12.00,19.00,471.00
Wendy’s,Apple Bites,35.00,,0.00,0.00,0.00,0.00,0.00,9.00,2.00,7.00,0.00,42.00
Wendy’s,Baconator Fries,490.00,,28.00,9.00,0.00,35.00,550.00,45.00,4.00,2.00,14.00,487.00
Wendy’s,Bacon Cheese Baked Potato,440.00,,14.00,6.00,0.00,35.00,550.00,64.00,7.00,4.00,17.00,433.00
Wendy’s,Cheese Baked Potato,430.00,,13.00,7.00,0.00,30.00,560.00,65.00,7.00,5.00,14.00,428.00
Wendy’s,Chili & Cheese Baked Potato,460.00,,11.00,5.00,0.00,35.00,710.00,71.00,8.00,7.00,19.00,453.00
Wendy’s,"Chili, Large",250.00,,7.00,3.00,0.50,50.00,1170.00,23.00,5.00,9.00,23.00,239.00
Wendy’s,"Chili, Small",170.00,,5.00,2.00,0.00,35.00,780.00,16.00,4.00,6.00,15.00,163.00
Wendy’s,Chili Cheese Fries,500.00,,25.00,8.00,0.50,35.00,710.00,53.00,6.00,4.00,16.00,496.00
Wendy’s,"Natural-Cut Fries, Junior",230.00,,10.00,2.00,0.00,0.00,15.00,30.00,3.00,0.00,3.00,229.00
Wendy’s,"Natural-Cut Fries, Large",530.00,,24.00,4.50,0.00,0.00,520.00,70.00,6.00,0.00,7.00,528.00
Wendy’s,"Natural-Cut Fries, Medium",420.00,,19.00,3.50,0.00,0.00,420.00,56.00,5.00,0.00,6.00,418.00
Wendy’s,"Natural-Cut Fries, Small",320.00,,15.00,2.50,0.00,0.00,320.00,43.00,4.00,0.00,5.00,318.00
Wendy’s,Plain Baked Potato,270.00,,0.00,0.00,0.00,0.00,25.00,61.00,7.00,3.00,7.00,266.00
Wendy’s,Sour Cream and Chive Baked Potato,310.00,,2.50,2.50,0.00,10.00,35.00,63.00,7.00,4.00,8.00,309.00
Wendy’s,Summer Berry Burst Fruit Cup,20.00,,0.00,0.00,0.00,0.00,0.00,5.00,1.00,3.00,0.00,23.00
Wendy’s,1% Chocolate Milk,150.00,,2.50,1.50,0.00,10.00,170.00,26.00,0.00,23.00,7.00,168.00
Wendy’s,1% White Milk,90.00,,2.00,1.50,0.00,10.00,105.00,10.00,0.00,10.00,7.00,95.00
Wendy’s,"All-Natural Lemonade, Large",380.00,,0.00,0.00,0.00,0.00,0.00,100.00,0.00,93.00,0.00,473.00
Wendy’s,"All-Natural Lemonade, Medium",330.00,,0.00,0.00,0.00,0.00,0.00,86.00,0.00,81.00,0.00,411.00
Wendy’s,"All-Natural Lemonade, Small",190.00,,0.00,0.00,0.00,0.00,0.00,50.00,0.00,47.00,0.00,237.00
Wendy’s,"Apple Kiwi Fruit Tea, Large",330.00,,0.00,0.00,0.00,0.00,60.00,83.00,0.00,80.00,0.00,410.00
Wendy’s,"Apple Kiwi Fruit Tea, Medium",300.00,,0.00,0.00,0.00,0.00,50.00,76.00,0.00,73.00,0.00,373.00
Wendy’s,"Apple Kiwi Fruit Tea, Small",170.00,,0.00,0.00,0.00,0.00,30.00,44.00,0.00,42.00,0.00,212.00
Wendy’s,"Barq’s Root Beer, Large",450.00,,0.00,0.00,0.00,0.00,180.00,122.00,0.00,122.00,0.00,572.00
Wendy’s,"Barq’s Root Beer, Medium",360.00,,0.00,0.00,0.00,0.00,150.00,98.00,0.00,98.00,0.00,458.00
Wendy’s,"Barq’s Root Beer, Small",220.00,,0.00,0.00,0.00,0.00,90.00,61.00,0.00,61.00,0.00,281.00
Wendy’s,"Brewed Unsweetened Iced Tea, Large",5.00,,0.00,0.00,0.00,0.00,25.00,2.00,0.00,0.00,0.00,5.00
Wendy’s,"Brewed Unsweetened Iced Tea, Medium",0.00,,0.00,0.00,0.00,0.00,15.00,1.00,0.00,0.00,0.00,0.00
Wendy’s,"Brewed Unsweetened Iced Tea, Small",0.00,,0.00,0.00,0.00,0.00,10.00,1.00,0.00,0.00,0.00,0.00
Wendy’s,"Caramel Iced Coffee, Medium",240.00,,8.00,5.00,0.00,25.00,45.00,40.00,0.00,36.00,3.00,278.00
Wendy’s,"Caramel Iced Coffee, Small",160.00,,6.00,3.50,0.00,20.00,30.00,26.00,0.00,24.00,2.00,186.00
Wendy’s,"Coca-Cola, Large",400.00,,0.00,0.00,0.00,0.00,90.00,109.00,0.00,109.00,0.00,509.00
Wendy’s,"Coca-Cola, Medium",320.00,,0.00,0.00,0.00,0.00,70.00,87.00,0.00,87.00,0.00,407.00
Wendy’s,"Coca-Cola, Small",200.00,,0.00,0.00,0.00,0.00,45.00,54.00,0.00,54.00,0.00,254.00
Wendy’s,"Coca-Cola Zero Sugar, Large",0.00,,0.00,0.00,0.00,0.00,100.00,1.00,0.00,0.00,0.00,0.00
Wendy’s,"Coca-Cola Zero Sugar, Medium",0.00,,0.00,0.00,0.00,0.00,80.00,1.00,0.00,0.00,0.00,0.00
Wendy’s,"Coca-Cola Zero Sugar, Small",0.00,,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00
Wendy’s,"Diet Coke, Large",0.00,,0.00,0.00,0.00,0.00,125.00,1.00,0.00,0.00,0.00,0.00
Wendy’s,"Diet Coke, Medium",0.00,,0.00,0.00,0.00,0.00,100.00,1.00,0.00,0.00,0.00,0.00
Wendy’s,"Diet Coke, Small",0.00,,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00
Wendy’s,"Dr Pepper, Large",240.00,,0.00,0.00,0.00,0.00,70.00,66.00,0.00,64.00,0.00,304.00
Wendy’s,"Dr Pepper, Medium",190.00,,0.00,0.00,0.00,0.00,55.00,53.00,0.00,51.00,0.00,241.00
